Locus	GC*.V.appalachiana	GC*.V. lineata	GC3*.V.appalachiana	GC3*.V. lineata	GC.V.appalachiana	GC.V.lineata	TotalGCDiff	GC3.V.appalachiana	GC3.V.lineata	GC3.Diff
OG0006452	1.00E-04	1.00E-04	0.0001	0.0001	46.56716418	47.66214178	-1.094977601	41.19402985	43.89140271	-2.697372864
OG0006453	72.80519	71.4001521	77.05756172	99.9999	47.43326489	47.22792608	0.205338809	41.27310062	41.06776181	0.205338809
OG0006456	55.0072315	50.5407114	51.12166768	54.47675443	45.90163934	45.52102377	0.380615578	38.06921676	38.02559415	0.043622608
OG0006457	50.8006207	69.6645533	51.51159263	99.9999	45.10309278	44.06631763	1.036775157	48.19587629	43.45549738	4.740378906
OG0006458	1.00E-04	1.00E-04	0.0001	31.23061258	41.09848485	39.44020356	1.658281286	32.38636364	32.82442748	-0.438063845
OG0006459	52.1979482	59.483523	35.22553782	91.32889582	45.3024453	43.23342416	2.069021143	45.55984556	39.50953678	6.050308775
OG0006461	37.2737357	99.9999	43.02101014	56.93763235	44.22572178	42.38410596	1.841615825	37.79527559	39.73509934	-1.939823747
OG0006462	99.9999	72.449735	99.9999	71.43000416	44.28223844	44.76885645	-0.486618005	43.06569343	43.79562044	-0.729927007
OG0006463	61.6532698	38.5656505	68.62508174	39.23550018	44.11134904	45.30744337	-1.196094329	42.39828694	46.11650485	-3.718217916
OG0006467	21.5760556	99.9999	99.9999	99.9999	44.59459459	41.79104478	2.803549818	40.54054054	38.20224719	2.33829335
OG0006470	66.4442253	50.0111434	53.45289606	53.91913025	42.7184466	46.17604618	-3.457599574	35.9223301	44.15584416	-8.233514059
OG0006472	57.1875082	45.262316	56.94937661	88.2793753	46.34831461	47.56554307	-1.217228464	42.41573034	42.97752809	-0.561797753
OG0006473	36.093943	41.8167376	39.90423893	41.70668875	42.92929293	43.20175439	-0.272461457	42.42424242	44.07894737	-1.654704944
OG0006477	74.5409345	56.5782168	59.82112032	53.52481844	44.44444444	44.77366255	-0.329218107	38.02469136	38.7654321	-0.740740741
OG0006478	45.3857161	64.9299053	48.14960751	77.08566211	48.27586207	48.96142433	-0.685562263	51.72413793	50	1.724137931
OG0006480	54.6810542	60.6341591	0.0001	19.33654894	48.17351598	48.85844749	-0.684931507	49.31506849	50	-0.684931507
OG0006481	1.00E-04	37.9299065	81.59068404	30.54883175	45.28023599	44.98381877	0.296417218	39.82300885	40.77669903	-0.95369018
OG0006482	46.546763	47.7006116	65.84796047	99.9999	46.13821138	47.3570658	-1.218854422	41.46341463	38.83495146	2.628463178
OG0006483	99.9999	49.2994664	99.9999	58.97408357	43.29004329	42.65658747	0.633455817	38.96103896	38.51132686	0.4497121
OG0006484	72.2160573	99.9999	53.57598069	60.76084527	44.50980392	44.70588235	-0.196078431	37.94117647	39.11764706	-1.176470588
OG0006485	74.5456868	41.4433871	24.23543837	99.9999	44.1025641	42.38095238	1.721611722	43.84615385	42.14285714	1.703296703
OG0006486	99.9915445	99.9999	99.9999	99.23903442	41.43126177	40.45307443	0.978187337	42.37288136	34.61538462	7.757496741
OG0006488	76.1375038	55.991198	99.9999	99.9999	44.81792717	44.14893617	0.668991001	37.60504202	37.23404255	0.370999464
OG0006489	48.7254232	99.9999	0.0001	69.94611499	42.68077601	46.31921824	-3.638442227	32.27513228	39.84375	-7.568617725
OG0006490	51.8788348	80.2393374	61.06188395	78.30985873	56.27530364	54.23423423	2.041069409	67.61133603	69.18918919	-1.577853157
OG0006491	68.5694138	41.2194103	66.18594438	53.16745349	45.8961474	47.47474747	-1.578600071	41.37353434	41.45454545	-0.081011116
OG0006492	28.2664436	46.5984217	22.87775517	34.08029015	45.98436389	46.39711769	-0.412753799	34.32835821	34.09363745	0.234720754
OG0006493	47.6744109	37.8483959	34.50582519	44.56607457	46.13095238	46.80059524	-0.669642857	51.33928571	53.125	-1.785714286
OG0006495	27.8136547	27.1969509	0.0001	17.63522241	45.8781362	44.21052632	1.667609885	39.24731183	40.52631579	-1.279003962
OG0006496	1.00E-04	53.3947369	41.66247675	15.94198757	44.52054795	44.32624113	0.19430681	47.94520548	50.35460993	-2.40940445
OG0006497	34.2947286	22.9158135	27.31391485	14.30332042	62.57861635	52.55376344	10.02485291	53.77358491	53.22580645	0.547778454
OG0006498	81.9808894	58.0246098	99.9999	56.13734319	49.27083333	49.6875	-0.416666667	52.1875	53.4375	-1.25
OG0006501	31.0842184	43.4799863	21.08414287	39.97031501	46.29948365	47.55244755	-1.252963904	42.26804124	44.75524476	-2.487203518
OG0006502	99.9999	90.7921842	54.99089411	99.9999	44.1260745	47.12871287	-3.002638373	38.96848138	42.85714286	-3.888661482
OG0006503	46.0635695	55.6932196	57.35502265	51.97038657	44.81236203	48.18481848	-3.372456451	51.65562914	52.47524752	-0.819618386
OG0006506	43.3379258	58.791422	52.71455589	76.88654725	43.37419731	43.54932866	-0.175131349	36.95271454	37.30297723	-0.350262697
OG0006508	61.9343683	33.313706	59.36436603	25.09999913	43.92523364	45.18348624	-1.258252594	42.52336449	41.51376147	1.009603018
OG0006511	24.414179	59.2743116	26.96821049	64.18913952	42.60651629	46.52920962	-3.922693331	33.83458647	39.17525773	-5.340671266
OG0006512	1.00E-04	39.7337528	25.10950433	40.87707439	54.78662053	55.82468281	-1.038062284	60.89965398	63.66782007	-2.76816609
OG0006513	41.0988399	59.0809052	0.000100115	45.51383114	46.68587896	47.40740741	-0.721528445	37.56003842	37.77777778	-0.217739353
OG0006514	99.9999	39.8639981	74.47621728	47.16979152	46.36678201	47.5308642	-1.164082191	42.56055363	43.05555556	-0.495001922
OG0006515	88.0166407	58.5665273	99.9999	38.21783821	50.29761905	45.13274336	5.164875685	57.14285714	44.24778761	12.89506953
OG0006518	50.5943658	60.6900377	53.20208558	0.0001	43.91534392	43.32745444	0.587889477	40.38800705	38.27160494	2.116402116
OG0006520	63.287691	99.9999	0.0001	44.4543722	55.64202335	50.08375209	5.558271253	65.11627907	56.28140704	8.834872035
OG0006521	45.8247673	61.7635729	45.74264728	61.61902638	46.27039627	45.83333333	0.437062937	44.05594406	43.51851852	0.537425537
OG0006524	99.9999	65.6758871	93.23123558	56.14510111	42.93478261	42.63038549	0.304397121	36.95652174	38.0952381	-1.138716356
OG0006527	46.3457481	30.6248435	0.0001	27.86467502	49.12648498	45.39295393	3.733531046	41.92872117	36.99186992	4.936851255
OG0006529	65.838062	42.5057508	63.87369689	22.96843433	45.03546099	44.79532164	0.240139355	41.84397163	39.64912281	2.194848824
OG0006530	56.8765457	99.9999	0.0001	20.08526577	44.3452381	46.12403101	-1.778792913	36.16071429	40.31007752	-4.149363234
OG0006532	1.00E-04	28.9620161	0.0001	30.99578638	51.79487179	51.90839695	-0.113525152	53.84615385	55.72519084	-1.879036994
OG0006533	45.9225631	33.3729173	49.97493183	41.68561786	48.59259259	46.93877551	1.653817082	43.55555556	45.71428571	-2.158730159
OG0006535	1.00E-04	43.5909363	0.0001	0.0001	50.54644809	49.15824916	1.388198929	40.98360656	35.35353535	5.630071204
OG0006536	67.8001875	82.672372	67.40194461	85.77551618	47.10578842	50.27322404	-3.167435621	49.10179641	55.19125683	-6.089460423
OG0006539	99.9999	91.063491	99.9999	99.9999	56.6893424	55.32646048	1.362881923	63.60544218	64.26116838	-0.655726208
OG0006540	18.634021	37.6820599	0.0001	32.88977259	44.25612053	45.23809524	-0.981974711	41.8079096	45.45454545	-3.64663585
OG0006543	51.2271425	29.5211918	0.0001	27.34908149	44.68085106	47.08029197	-2.399440907	45.21276596	50.81967213	-5.606906174
OG0006547	99.9999	99.9999	99.9999	99.9999	44.63397299	45.94434577	-1.310372775	40.08528785	44.04973357	-3.964445724
OG0006549	1.00E-04	36.2948725	0.0001	0.0001	47.05882353	45.51282051	1.546003017	39.07563025	37.98076923	1.094861021
OG0006552	53.9975477	55.125855	0.0001	75.55384306	46.04051565	45.43761639	0.602899266	37.56906077	37.98882682	-0.419766042
OG0006555	29.6902314	6.1691741	29.65672193	0.0001	44.67592593	44.96644295	-0.290517027	46.52777778	44.96644295	1.561334825
OG0006556	49.0301207	39.5585493	99.9999	45.15750891	46.9600726	48.30393487	-1.343862276	47.75510204	51.69606513	-3.940963088
OG0006558	37.5554782	44.1831651	32.81599836	32.81420916	45.49763033	43.42958161	2.068048717	40.99526066	38.51590106	2.479359603
OG0006562	37.3137079	47.6272578	0.0001	24.48820226	50.65502183	48.56850716	2.086514677	55.45851528	48.1595092	7.299006081
OG0006563	47.8707281	99.9999	32.64186059	99.9999	41.56504065	38.21138211	3.353658537	39.32926829	30.48780488	8.841463415
OG0006565	69.076187	38.8712504	99.9999	99.9999	46.13333333	45.45454545	0.678787879	35.2	32.57575758	2.624242424
OG0006566	46.8193415	1.20E-04	50.20958971	0.0001	43.1292517	41.22807018	1.901181525	34.96598639	33.68421053	1.281775868
OG0006567	1.00E-04	3.5330247	0.0001	0.0001	43.69114878	43.4086629	0.282485876	35.31073446	34.74576271	0.564971751
OG0006568	24.4983429	99.9999	16.89250982	99.9999	43.00932091	42.93598234	0.073338566	34.4873502	35.43046358	-0.943113376
OG0006569	76.7380717	52.0252431	99.9999	47.43508372	44.68954248	45.17973856	-0.490196078	34.06862745	35.78431373	-1.715686275
OG0006571	99.9999	71.5808117	0.0001	41.11557576	40.8045977	45.03968254	-4.235084839	39.08045977	44.3452381	-5.264778325
OG0006573	53.2592196	41.9256047	39.03326173	99.9999	45.08196721	45.61403509	-0.532067875	46.72131148	45.61403509	1.107276388
OG0006576	62.2339112	19.6684097	59.22614873	0.0001	46.79089027	48.01061008	-1.21971981	42.23602484	40.31830239	1.917722457
OG0006579	1.00E-04	24.3378131	0.195128966	36.23622017	56.46387833	52.88888889	3.574989438	73.19391635	67.23809524	5.955821112
OG0006580	35.7652409	52.2184745	0.530721631	33.34236049	46.30630631	45.99271403	0.313592281	42.43243243	42.34972678	0.082705656
OG0006583	33.6427223	48.5658881	99.9999	99.9999	49.33741081	50.3567788	-1.019367992	48.62385321	50.76452599	-2.140672783
OG0006586	64.5689636	53.0980966	39.19537872	38.62983275	46.46962233	45.50561798	0.964004354	42.85714286	41.57303371	1.284109149
OG0006587	92.5066392	47.6481795	72.8071135	40.47649262	46.21848739	46.92442882	-0.705941428	35.46218487	36.02811951	-0.565934634
OG0006589	32.9881244	1.00E-04	56.3590243	41.3422218	45.41198502	44.21416235	1.19782267	36.79775281	35.75129534	1.046457472
OG0006590	70.1594952	70.9013293	89.96128294	74.10838036	42.43759178	42.06349206	0.374099713	37.88546256	37.61904762	0.266414936
OG0006591	99.9999	99.9999	99.99986219	74.03657343	47.57281553	48.02386279	-0.451047255	40.53398058	41.16331096	-0.629330379
OG0006593	74.7872233	32.7435745	99.9999	63.44356205	54.27927928	48.07017544	6.209103841	56.75675676	42.45614035	14.30061641
OG0006594	29.5981243	65.0526448	51.74556902	73.66843534	43.91217565	45.03205128	-1.119875633	47.30538922	48.55769231	-1.252303086
OG0006598	99.9999	99.9999	99.9999	66.31503206	50.05847953	48.51720047	1.541279058	52.98245614	51.2455516	1.736904539
OG0006599	48.4326808	38.1782357	46.04309176	42.11229689	45.60846561	46	-0.391534392	44.76190476	46.66666667	-1.904761905
OG0006600	85.0095553	57.9381335	73.0588536	79.50531744	42.85714286	44.77192982	-1.914786967	40.51724138	45.05263158	-4.5353902
OG0006604	66.3655076	99.9999	62.27347517	99.9999	45.65217391	50.456621	-4.804447092	42.02898551	52.05479452	-10.02580901
OG0006606	48.4346859	52.5482416	36.87575418	33.22238289	45.43010753	45.74712644	-0.31701891	46.77419355	49.65517241	-2.880978865
OG0006608	74.4512499	52.0628958	40.78764194	99.9999	48.21298322	48.14814815	0.064835076	43.98249453	42.91938998	1.063104551
OG0006610	47.9658359	43.4268685	99.9999	40.76230789	45.32428356	46.41350211	-1.08921855	39.14027149	42.02531646	-2.885044962
OG0006613	99.9999	99.9999	78.64494436	99.9999	43.80081301	43.91691395	-0.116100938	40.54878049	40.65281899	-0.104038503
OG0006614	63.5463376	52.9793946	21.03105358	30.19958697	47.81675018	48.83900929	-1.022259109	41.63090129	45.47563805	-3.844736763
OG0006615	69.2879402	85.5268662	42.49027753	99.9999	45.26472782	45.04504505	0.21968277	44.07158837	43.91891892	0.152669448
OG0006617	56.503936	30.9748599	99.9999	22.41453929	53.7037037	55.36480687	-1.661103163	47.43589744	52.78969957	-5.353802135
OG0006620	50.336419	33.3910554	49.12668396	25.51594867	52.79805353	51.3368984	1.461155132	42.33576642	41.71122995	0.624536477
OG0006623	27.0919763	55.4722031	57.35181341	86.42781074	45.99388379	45.67496723	0.318916557	44.58715596	41.6502947	2.936861268
OG0006625	40.6590312	56.3088246	34.91331525	40.98850304	45.99439776	46.2962963	-0.301898537	45.54621849	45.23809524	0.308123249
OG0006626	41.4268918	40.5602517	25.41609717	29.00633987	44.08192858	45.43325527	-1.351326685	38.87982599	39.11007026	-0.230244265
OG0006627	73.9015016	39.9531528	69.10721713	47.74936788	46.79487179	44.52736318	2.267508611	44.23076923	37.31343284	6.917336395
OG0006628	32.004682	49.0106978	99.9999	38.46002593	41.25412541	40.70407041	0.550055006	43.89438944	42.57425743	1.320132013
OG0006629	75.1873071	89.8052501	99.9999	55.62256446	42.41741742	44.95412844	-2.536711023	35.81081081	36.69724771	-0.886436896
OG0006630	46.9399142	32.5884354	99.9999	47.74036616	39.70037453	44.59930314	-4.898928604	35.95505618	42.03655352	-6.081497345
OG0006633	47.3800484	47.5628794	28.76836771	42.95334477	53.90070922	53.24947589	0.651233329	58.72340426	51.25786164	7.46554262
OG0006634	20.5883953	1.00E-04	0.0001	0.0001	48.4496124	44.73684211	3.712770298	51.1627907	45.61403509	5.54875561
OG0006635	65.6073687	77.3449461	0.0001	9.60584207	43.23432343	40.86956522	2.364758215	42.57425743	39.13043478	3.443822643
OG0006636	99.9999	70.7723942	99.9999	99.9999	43.46405229	43.43122102	0.032831267	44.11764706	43.72093023	0.396716826
OG0006637	21.7129477	48.4842694	72.59094779	86.46956353	43.71257485	44.44444444	-0.731869594	39.22155689	39.08730159	0.134255299
OG0006638	1.00E-04	50.1127337	99.9999	46.77606011	45	45.83333333	-0.833333333	37.85714286	43.42105263	-5.563909774
OG0006640	73.4370075	63.7516081	71.92320854	51.01482555	45.64971751	45.98870056	-0.338983051	41.3559322	41.69491525	-0.338983051
OG0006641	65.0395591	28.036381	99.9999	30.30514754	53.28798186	51.87793427	1.410047587	53.06122449	49.29577465	3.765449842
OG0006643	30.0198776	67.7518121	99.66939829	72.49743141	47.80141844	46.66666667	1.134751773	48.5106383	45.10638298	3.404255319
OG0006644	37.9271391	50.8931694	36.5447846	44.82272446	53.83022774	51.64179104	2.188436698	53.41614907	42.85714286	10.55900621
OG0006645	57.8269912	68.8478724	99.9999	72.40943196	50.55096419	51.27674258	-0.725778394	51.23966942	54.03726708	-2.797597659
OG0006646	54.199941	37.4963342	48.05692689	36.93947543	47.33333333	43.07909605	4.254237288	47	42.37288136	4.627118644
OG0006648	99.9999	25.550748	99.9999	99.9999	41.87817259	41.37055838	0.507614213	41.62436548	41.37055838	0.253807107
OG0006649	47.5910742	42.136073	40.11042938	43.30879419	43.46846847	43.58974359	-0.121275121	42.56756757	39.31623932	3.251328251
OG0006652	1.00E-04	61.4567574	39.99635116	61.89169867	48.18920916	47.37620103	0.81300813	39.9113082	40.79822616	-0.88691796
OG0006657	25.8359476	38.4138606	42.34479513	44.95763629	56.41025641	54.52898551	1.881270903	49.03846154	53.80434783	-4.765886288
OG0006658	46.1556009	59.8395826	52.99984365	65.38090822	43.39360223	42.31750893	1.076093292	42.25941423	38.43797856	3.821435665
OG0006661	58.6279003	80.3705459	90.44162149	99.9999	50.14749263	48.04804805	2.099444577	58.40707965	51.35135135	7.055728295
OG0006662	31.6129721	40.9090043	24.28987324	40.91122972	42.56410256	43.71584699	-1.15174443	37.43589744	39.3442623	-1.908364859
OG0006663	1.00E-04	49.4202245	75.91996195	58.57588905	43.01389905	44.08866995	-1.074770902	42.10526316	44.08866995	-1.983406793
OG0006666	90.8724429	51.1944333	22.9115714	56.95225611	44.14029085	43.38164251	0.758648335	43.95886889	45.50724638	-1.548377482
OG0006667	1.00E-04	1.00E-04	9.959384597	80.52728195	41.88481675	42.23385689	-0.34904014	42.40837696	43.97905759	-1.570680628
OG0006674	50.8300503	51.5175678	99.9999	99.9999	51.54639175	49.85507246	1.691319289	46.39175258	43.47826087	2.913491708
OG0006675	1.00E-04	48.2287574	0.0001	0.0001	43.24596774	45.83333333	-2.587365591	38.97280967	41.28787879	-2.31506912
OG0006676	49.2877572	35.395618	44.85260313	32.70483615	46.87232219	48.32904884	-1.45672665	46.01542416	49.35732648	-3.341902314
OG0006677	55.4025572	61.2401956	99.9999	48.98960032	46.33431085	47.85276074	-1.518449886	43.40175953	46.62576687	-3.22400734
OG0006679	99.9999	40.8834913	92.47158417	20.83196983	45.14435696	45.43378995	-0.289432999	44.09448819	45.89041096	-1.79592277
OG0006680	31.1862582	10.4400753	0.0001	0.0001	42.79398762	43.92694064	-1.132953018	36.87002653	40.82191781	-3.951891283
OG0006682	99.9999	46.8844321	0.0001	0.0001	45.09803922	47.2361809	-2.138141689	41.66666667	42.21105528	-0.54438861
OG0006683	47.0484119	39.8520856	52.5285387	59.11142829	46.24277457	47.24409449	-1.001319922	43.93063584	45.28301887	-1.35238303
OG0006684	51.5696737	99.9999	44.63878126	99.9999	46.20689655	48.52507375	-2.318177195	46.20689655	44.24778761	1.959108941
OG0006685	55.5827752	55.1039148	29.84153838	34.63639031	50.76754386	49.26058134	1.506962524	41.44736842	39.50995406	1.937414363
OG0006686	81.7998363	73.6690127	38.3169596	54.94647925	44.88188976	44.88188976	0	34.2519685	35.03937008	-0.787401575
OG0006687	21.3921186	40.273605	0.004605218	33.50352949	44.91017964	44.85006519	0.060114452	40.71856287	43.359375	-2.640812126
OG0006688	1.00E-04	61.94575	28.73442071	53.46800594	45.5399061	44.33656958	1.203336524	41.54929577	36.89320388	4.656091891
OG0006690	99.9999	70.0996299	99.9999	99.9999	58.20895522	58.58585859	-0.376903362	70.89552239	71.21212121	-0.316598824
OG0006691	76.1480359	65.1150347	18.70544027	74.93033113	46.4516129	47.40368509	-0.952072189	36.23188406	39.1959799	-2.964095842
OG0006694	47.7220114	98.4367271	22.27301656	99.9999	50.57705363	50.0990099	0.478043731	52.34215886	54.59940653	-2.257247669
OG0006696	40.0922402	58.8946655	47.68281797	52.69638844	44.74474474	44.58333333	0.161411411	38.73873874	47.29166667	-8.552927928
OG0006697	55.7042503	54.0365879	58.33466197	60.91170844	44.23617619	42.83154122	1.404634976	41.29213483	41.93548387	-0.64334904
OG0006698	19.6380275	74.4451683	0.0001	99.9999	44.96469714	45.56291391	-0.598216769	40.80267559	41.7218543	-0.919178719
OG0006700	49.6436453	99.9999	70.48694033	99.9999	44.89082969	43.9178515	0.972978194	38.32020997	40.75829384	-2.438083865
OG0006704	99.9999	99.9999	99.9999	99.9999	43.33333333	43.51851852	-0.185185185	41.66666667	41.66666667	0
OG0006705	59.6496841	42.9253005	68.21824508	46.2806705	38.98305085	40.7678245	-1.78477365	32.20338983	34.18647166	-1.983081833
OG0006706	44.4984549	99.9999	56.25238885	86.00160861	44.40894569	43.76996805	0.638977636	43.13099042	41.21405751	1.916932907
OG0006708	48.9566753	40.4850456	55.31470852	44.56164897	44.83122363	45.67510549	-0.843881857	41.4556962	41.7721519	-0.316455696
OG0006709	1.00E-04	74.7281538	0.0001	75.41629126	48.83370956	48.60797592	0.225733634	44.69525959	44.46952596	0.225733634
OG0006710	56.0008692	23.5338025	78.27319367	30.26237363	45.46925566	46.2962963	-0.827040633	44.17475728	46.42857143	-2.253814147
OG0006712	1.00E-04	37.6608581	0.0001	0.0001	41.22807018	41.31016043	-0.082090252	44.73684211	42.4	2.336842105
OG0006714	1.00E-04	34.0338899	0.0001	39.81756186	43.75	43.48958333	0.260416667	50.78125	50	0.78125
OG0006715	65.2764706	65.5027851	99.9999	66.90900429	42.09770115	43.88888889	-1.791187739	43.10344828	40	3.103448276
OG0006717	99.9999	30.6765492	99.9999	99.9999	49.38539407	47.61904762	1.766346452	50.10845987	46.59340659	3.515053276
OG0006718	43.4266469	51.7465101	50.53800847	47.64553108	43.58974359	43.26241135	0.327332242	45.38461538	34.04255319	11.34206219
OG0006719	81.75369	15.1027717	92.36641815	15.48218139	47.94444444	48.83311317	-0.888668722	49.5	48.61294584	0.887054161
OG0006722	43.5263878	29.4598046	0.0001	16.13246587	40.32634033	40.55944056	-0.233100233	38.46153846	39.86013986	-1.398601399
OG0006724	31.9154005	56.3623012	34.25185906	32.62102878	43.50364964	42.53187614	0.971773497	38.24817518	36.61202186	1.636153325
OG0006725	53.5432359	63.7720404	0.0001	42.75352074	48.9379085	51.0845987	-2.146690202	48.52941176	51.14006515	-2.610653382
OG0006727	50.2594235	48.9438797	43.19276649	48.88346647	47.4137931	47.59152216	-0.177729055	42.24137931	41.90751445	0.333864859
OG0006728	45.8858297	57.1420904	42.93483039	0.0001	45.29074529	44.35318275	0.937562539	41.76904177	40.14778325	1.621258518
OG0006729	71.4259098	52.1770445	0.0001	0.0001	41.19850187	44.375	-3.176498127	38.48314607	43.75	-5.266853933
OG0006732	29.8737688	99.9999	18.12468573	5.718638892	43.7037037	43.14214464	0.561559065	49.62962963	49.25373134	0.375898286
OG0006733	41.9415223	44.420648	99.9999	99.9999	40.09433962	39.69465649	0.399683134	33.96226415	32.82442748	1.13783667
OG0006734	32.1914909	1.00E-04	21.63803709	0.0001	41.22383253	41.26213592	-0.038303394	36.23188406	36.40776699	-0.175882932
OG0006735	49.9404222	56.9803249	48.94698592	99.9999	39.9122807	39.47368421	0.438596491	38.59649123	37.28070175	1.315789474
OG0006737	99.9999	81.9512595	99.9999	99.9999	46.3963964	46.34146341	0.054932982	37.2972973	36.58536585	0.711931444
OG0006741	38.4608346	51.3890744	53.02513983	56.19441213	44.70899471	48.57142857	-3.862433862	31.74603175	41.78571429	-10.03968254
OG0006742	39.5870703	76.4015301	14.99860704	99.9999	44.33701657	46.87719298	-2.540176408	40.99378882	46	-5.00621118
OG0006743	99.9999	77.6631491	99.9999	36.37931761	44.44444444	47.30113636	-2.856691919	39.11111111	41.33522727	-2.224116162
OG0006744	1.00E-04	42.3554925	0.0001	51.00009356	49.49494949	50.91649695	-1.42154745	52.12121212	53.65853659	-1.537324464
OG0006745	65.3486383	66.9674786	73.72608086	78.67521689	44.54277286	45.3294002	-0.786627335	36.87315634	38.3480826	-1.474926254
OG0006749	43.8047176	37.6665539	43.25491433	4.420346425	45.36585366	47.20812183	-1.842268169	36.09756098	41.11675127	-5.019190293
OG0006750	57.7058549	69.4220663	45.28256268	12.58920043	49.13419913	52.30769231	-3.173493173	45.45454545	55.72519084	-10.27064539
OG0006751	50.4479024	54.9123707	58.99330311	99.9999	42.39858907	40.11164274	2.286946322	44.44444444	44.25837321	0.186071239
OG0006756	99.9999	75.6789452	99.9999	74.58015053	46.84343434	47.05046198	-0.207027632	50.37878788	49.46695096	0.911836919
OG0006757	51.7674823	99.9999	53.35894268	99.89672677	50.45351474	50.88652482	-0.433010083	49.31972789	53.72340426	-4.403676364
OG0006761	47.263289	93.9012136	62.50577899	96.57171529	53.28282828	50	3.282828283	54.54545455	54.60992908	-0.064474533
OG0006762	31.3262309	99.9999	99.9999	99.9999	55.95399188	52.75720165	3.196790235	66.53144016	60.74074074	5.790699422
OG0006765	70.9842784	1.00E-04	41.03563632	4.444909578	42.40196078	43.89233954	-1.49037876	36.76470588	40.37267081	-3.607964925
OG0006767	99.9999	47.9906366	99.9999	53.60495702	44.38095238	44.7761194	-0.395167022	37.71428571	37.68656716	0.02771855
OG0006768	3.9943922	71.7788331	23.0828693	84.74379113	47.51243781	48.65525672	-1.142818913	43.28358209	43.95604396	-0.672461866
